IDCode,narrative_text
paxi044,n_items: 57; accuracy: 0.1579; avg_rt: 13.8095; var_rt: 517.5915; rt_cv: 1.6475; longest_correct_streak: 3; longest_incorrect_streak: 28; consecutive_correct_rate: 0.0536
tufa140,n_items: 57; accuracy: 0.9298; avg_rt: 11.7773; var_rt: 85.7323; rt_cv: 0.7862; longest_correct_streak: 19; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8750
zigi489,n_items: 57; accuracy: 0.5789; avg_rt: 11.8862; var_rt: 72.1182; rt_cv: 0.7145; longest_correct_streak: 7; longest_incorrect_streak: 4; consecutive_correct_rate: 0.3750
dahi696,n_items: 57; accuracy: 0.8246; avg_rt: 9.6544; var_rt: 83.2399; rt_cv: 0.9450; longest_correct_streak: 31; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7143
quhe482,n_items: 57; accuracy: 0.5088; avg_rt: 10.6039; var_rt: 77.5313; rt_cv: 0.8304; longest_correct_streak: 9; longest_incorrect_streak: 5; consecutive_correct_rate: 0.2857
taxa827,n_items: 57; accuracy: 0.7719; avg_rt: 9.4115; var_rt: 85.0516; rt_cv: 0.9799; longest_correct_streak: 14; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6250
vuga321,n_items: 57; accuracy: 0.7719; avg_rt: 16.6689; var_rt: 98.8832; rt_cv: 0.5966; longest_correct_streak: 10; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
nycu731,n_items: 57; accuracy: 0.8421; avg_rt: 12.0554; var_rt: 69.5701; rt_cv: 0.6919; longest_correct_streak: 24; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7679
raxy329,n_items: 57; accuracy: 0.7544; avg_rt: 13.6903; var_rt: 216.1254; rt_cv: 1.0738; longest_correct_streak: 20; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
nyfe489,n_items: 57; accuracy: 0.8596; avg_rt: 19.3189; var_rt: 453.3808; rt_cv: 1.1022; longest_correct_streak: 26; longest_incorrect_streak: 1; consecutive_correct_rate: 0.7321
texu966,n_items: 57; accuracy: 0.6140; avg_rt: 14.6179; var_rt: 103.7166; rt_cv: 0.6967; longest_correct_streak: 12; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4643
kifo712,n_items: 57; accuracy: 0.6316; avg_rt: 10.5920; var_rt: 106.3486; rt_cv: 0.9736; longest_correct_streak: 11; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5000
pajo050,n_items: 57; accuracy: 0.6491; avg_rt: 13.6694; var_rt: 162.3772; rt_cv: 0.9322; longest_correct_streak: 13; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5357
hefy659,n_items: 57; accuracy: 0.6491; avg_rt: 10.9934; var_rt: 93.2500; rt_cv: 0.8784; longest_correct_streak: 10; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4821
tujy672,n_items: 57; accuracy: 0.7719; avg_rt: 13.1687; var_rt: 78.0570; rt_cv: 0.6709; longest_correct_streak: 25; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6964
cyfe247,n_items: 57; accuracy: 0.4561; avg_rt: 14.0109; var_rt: 147.5885; rt_cv: 0.8671; longest_correct_streak: 7; longest_incorrect_streak: 5; consecutive_correct_rate: 0.2321
xori482,n_items: 57; accuracy: 0.7193; avg_rt: 9.7830; var_rt: 117.5300; rt_cv: 1.1082; longest_correct_streak: 14; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6250
raje697,n_items: 57; accuracy: 0.8246; avg_rt: 24.9778; var_rt: 319.1309; rt_cv: 0.7152; longest_correct_streak: 19; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7321
biwu043,n_items: 57; accuracy: 0.6316; avg_rt: 15.0508; var_rt: 131.0261; rt_cv: 0.7605; longest_correct_streak: 23; longest_incorrect_streak: 7; consecutive_correct_rate: 0.5179
cylu852,n_items: 57; accuracy: 0.7895; avg_rt: 21.4297; var_rt: 493.3103; rt_cv: 1.0364; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
fode209,n_items: 57; accuracy: 0.6667; avg_rt: 31.4334; var_rt: 1921.0903; rt_cv: 1.3944; longest_correct_streak: 10; longest_incorrect_streak: 7; consecutive_correct_rate: 0.5357
woju333,n_items: 57; accuracy: 0.6491; avg_rt: 14.5585; var_rt: 256.7893; rt_cv: 1.1007; longest_correct_streak: 12; longest_incorrect_streak: 8; consecutive_correct_rate: 0.5179
saca329,n_items: 57; accuracy: 0.8421; avg_rt: 18.0073; var_rt: 282.4748; rt_cv: 0.9333; longest_correct_streak: 18; longest_incorrect_streak: 1; consecutive_correct_rate: 0.6964
jizi110,n_items: 57; accuracy: 0.7018; avg_rt: 18.8436; var_rt: 791.1780; rt_cv: 1.4927; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5536
vyxi492,n_items: 57; accuracy: 0.9123; avg_rt: 13.5716; var_rt: 212.7120; rt_cv: 1.0746; longest_correct_streak: 30; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
xehy451,n_items: 57; accuracy: 0.7544; avg_rt: 24.6120; var_rt: 643.4356; rt_cv: 1.0306; longest_correct_streak: 19; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6071
feke878,n_items: 57; accuracy: 0.6491; avg_rt: 24.1824; var_rt: 504.1838; rt_cv: 0.9285; longest_correct_streak: 17; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4821
rozu771,n_items: 57; accuracy: 0.6667; avg_rt: 22.3828; var_rt: 957.6530; rt_cv: 1.3826; longest_correct_streak: 14; longest_incorrect_streak: 12; consecutive_correct_rate: 0.5714
duvi856,n_items: 57; accuracy: 0.9123; avg_rt: 15.9021; var_rt: 358.6525; rt_cv: 1.1909; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
nexu635,n_items: 57; accuracy: 0.7193; avg_rt: 16.3749; var_rt: 175.1988; rt_cv: 0.8083; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5536
cozi454,n_items: 57; accuracy: 0.6316; avg_rt: 24.1948; var_rt: 1097.0089; rt_cv: 1.3689; longest_correct_streak: 8; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4643
saze236,n_items: 57; accuracy: 0.7193; avg_rt: 22.4499; var_rt: 540.8748; rt_cv: 1.0359; longest_correct_streak: 20; longest_incorrect_streak: 7; consecutive_correct_rate: 0.6250
quzy338,n_items: 57; accuracy: 0.7544; avg_rt: 22.6189; var_rt: 183.9447; rt_cv: 0.5996; longest_correct_streak: 10; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6071
lula174,n_items: 57; accuracy: 0.8596; avg_rt: 16.4186; var_rt: 156.7202; rt_cv: 0.7625; longest_correct_streak: 26; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
buzo685,n_items: 57; accuracy: 0.6491; avg_rt: 16.1063; var_rt: 192.4557; rt_cv: 0.8613; longest_correct_streak: 7; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4643
huby293,n_items: 57; accuracy: 0.9123; avg_rt: 22.8931; var_rt: 600.3622; rt_cv: 1.0703; longest_correct_streak: 30; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8214
dyhi182,n_items: 57; accuracy: 0.7193; avg_rt: 21.3768; var_rt: 482.6658; rt_cv: 1.0277; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
tatu362,n_items: 57; accuracy: 0.8070; avg_rt: 24.4568; var_rt: 435.4032; rt_cv: 0.8532; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
bene344,n_items: 57; accuracy: 0.7719; avg_rt: 16.3923; var_rt: 801.0903; rt_cv: 1.7266; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
keho061,n_items: 57; accuracy: 0.6316; avg_rt: 16.2738; var_rt: 166.0575; rt_cv: 0.7918; longest_correct_streak: 7; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4643
vyxy108,n_items: 57; accuracy: 0.6667; avg_rt: 18.5841; var_rt: 252.2201; rt_cv: 0.8546; longest_correct_streak: 15; longest_incorrect_streak: 7; consecutive_correct_rate: 0.5536
zusa663,n_items: 57; accuracy: 0.8421; avg_rt: 16.1951; var_rt: 266.3193; rt_cv: 1.0077; longest_correct_streak: 17; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
nehe056,n_items: 57; accuracy: 0.9298; avg_rt: 13.4733; var_rt: 216.7469; rt_cv: 1.0927; longest_correct_streak: 39; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8571
myve834,n_items: 57; accuracy: 0.9474; avg_rt: 13.4350; var_rt: 193.9441; rt_cv: 1.0366; longest_correct_streak: 38; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8929
tyhy481,n_items: 57; accuracy: 0.6491; avg_rt: 22.5912; var_rt: 405.2868; rt_cv: 0.8911; longest_correct_streak: 15; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5000
sati762,n_items: 57; accuracy: 0.6667; avg_rt: 18.0960; var_rt: 409.8021; rt_cv: 1.1187; longest_correct_streak: 20; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5357
biku776,n_items: 57; accuracy: 0.6491; avg_rt: 18.9005; var_rt: 470.0177; rt_cv: 1.1471; longest_correct_streak: 8; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4643
wify666,n_items: 57; accuracy: 0.8947; avg_rt: 18.7389; var_rt: 186.2446; rt_cv: 0.7283; longest_correct_streak: 21; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8214
sony276,n_items: 57; accuracy: 0.8421; avg_rt: 16.1099; var_rt: 235.6915; rt_cv: 0.9530; longest_correct_streak: 36; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7679
tusi463,n_items: 57; accuracy: 0.7193; avg_rt: 18.7432; var_rt: 374.5632; rt_cv: 1.0326; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5714
baco446,n_items: 57; accuracy: 0.5614; avg_rt: 17.1896; var_rt: 148.5188; rt_cv: 0.7090; longest_correct_streak: 13; longest_incorrect_streak: 10; consecutive_correct_rate: 0.3929
coni238,n_items: 57; accuracy: 0.6842; avg_rt: 17.7988; var_rt: 99.5901; rt_cv: 0.5607; longest_correct_streak: 22; longest_incorrect_streak: 17; consecutive_correct_rate: 0.6607
tuvu087,n_items: 57; accuracy: 0.5088; avg_rt: 17.4344; var_rt: 135.7657; rt_cv: 0.6683; longest_correct_streak: 17; longest_incorrect_streak: 17; consecutive_correct_rate: 0.4464
vuci475,n_items: 57; accuracy: 0.6491; avg_rt: 16.4634; var_rt: 83.7452; rt_cv: 0.5559; longest_correct_streak: 11; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5536
seto741,n_items: 57; accuracy: 0.2807; avg_rt: 14.2368; var_rt: 155.0775; rt_cv: 0.8747; longest_correct_streak: 7; longest_incorrect_streak: 14; consecutive_correct_rate: 0.1607
jewe923,n_items: 57; accuracy: 0.7719; avg_rt: 15.9622; var_rt: 84.9582; rt_cv: 0.5774; longest_correct_streak: 26; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6964
jaqy340,n_items: 57; accuracy: 0.6667; avg_rt: 16.4229; var_rt: 204.6017; rt_cv: 0.8710; longest_correct_streak: 23; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5714
pubu440,n_items: 57; accuracy: 0.3684; avg_rt: 9.1826; var_rt: 69.9222; rt_cv: 0.9106; longest_correct_streak: 7; longest_incorrect_streak: 13; consecutive_correct_rate: 0.2321
gyjy255,n_items: 57; accuracy: 0.7368; avg_rt: 14.9248; var_rt: 91.2077; rt_cv: 0.6399; longest_correct_streak: 22; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6250
zyte492,n_items: 57; accuracy: 0.8421; avg_rt: 12.6501; var_rt: 168.8672; rt_cv: 1.0273; longest_correct_streak: 13; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7143
ruco451,n_items: 57; accuracy: 0.6491; avg_rt: 18.8221; var_rt: 296.6168; rt_cv: 0.9150; longest_correct_streak: 14; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5536
loda300,n_items: 57; accuracy: 0.6667; avg_rt: 14.4512; var_rt: 120.0968; rt_cv: 0.7583; longest_correct_streak: 19; longest_incorrect_streak: 10; consecutive_correct_rate: 0.5714
moly152,n_items: 57; accuracy: 0.4561; avg_rt: 15.6390; var_rt: 143.6602; rt_cv: 0.7664; longest_correct_streak: 14; longest_incorrect_streak: 27; consecutive_correct_rate: 0.4107
cuba307,n_items: 57; accuracy: 0.7193; avg_rt: 15.8886; var_rt: 234.4446; rt_cv: 0.9637; longest_correct_streak: 22; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5893
jupo405,n_items: 57; accuracy: 0.5088; avg_rt: 16.9002; var_rt: 146.9568; rt_cv: 0.7173; longest_correct_streak: 7; longest_incorrect_streak: 17; consecutive_correct_rate: 0.3750
xuke183,n_items: 57; accuracy: 0.7193; avg_rt: 13.4160; var_rt: 146.2538; rt_cv: 0.9014; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5714
mado232,n_items: 57; accuracy: 0.5614; avg_rt: 20.0244; var_rt: 162.2094; rt_cv: 0.6360; longest_correct_streak: 11; longest_incorrect_streak: 20; consecutive_correct_rate: 0.4643
zafy372,n_items: 57; accuracy: 0.8947; avg_rt: 15.6158; var_rt: 78.1087; rt_cv: 0.5660; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8214
gyly160,n_items: 57; accuracy: 0.6316; avg_rt: 13.4816; var_rt: 151.2165; rt_cv: 0.9121; longest_correct_streak: 16; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4821
tapi010,n_items: 57; accuracy: 0.3860; avg_rt: 13.4374; var_rt: 153.6954; rt_cv: 0.9226; longest_correct_streak: 6; longest_incorrect_streak: 26; consecutive_correct_rate: 0.2500
gelu604,n_items: 57; accuracy: 0.9474; avg_rt: 11.1854; var_rt: 105.9016; rt_cv: 0.9200; longest_correct_streak: 38; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9107
qiqi041,n_items: 57; accuracy: 0.6316; avg_rt: 14.8563; var_rt: 123.2116; rt_cv: 0.7472; longest_correct_streak: 16; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5714
ratu271,n_items: 57; accuracy: 0.7018; avg_rt: 14.6618; var_rt: 332.5569; rt_cv: 1.2438; longest_correct_streak: 19; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6071
kyqu130,n_items: 57; accuracy: 0.8246; avg_rt: 12.2922; var_rt: 116.7266; rt_cv: 0.8789; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7321
lucu601,n_items: 57; accuracy: 0.8246; avg_rt: 12.7196; var_rt: 73.4909; rt_cv: 0.6740; longest_correct_streak: 33; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
kama922,n_items: 57; accuracy: 0.7193; avg_rt: 16.0311; var_rt: 399.8096; rt_cv: 1.2473; longest_correct_streak: 11; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5536
zoma564,n_items: 57; accuracy: 0.7544; avg_rt: 10.9921; var_rt: 148.8559; rt_cv: 1.1099; longest_correct_streak: 15; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6429
puju088,n_items: 57; accuracy: 0.7368; avg_rt: 24.0552; var_rt: 538.0905; rt_cv: 0.9643; longest_correct_streak: 12; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
jufy997,n_items: 57; accuracy: 0.8421; avg_rt: 19.7362; var_rt: 990.1697; rt_cv: 1.5944; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7500
wyja070,n_items: 57; accuracy: 0.7719; avg_rt: 16.4376; var_rt: 579.8438; rt_cv: 1.4649; longest_correct_streak: 11; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
dasy955,n_items: 57; accuracy: 0.7018; avg_rt: 13.7619; var_rt: 118.4510; rt_cv: 0.7908; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5179
wyki565,n_items: 57; accuracy: 0.6316; avg_rt: 9.0053; var_rt: 22.3019; rt_cv: 0.5244; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4643
garu074,n_items: 57; accuracy: 0.8246; avg_rt: 10.8066; var_rt: 105.5147; rt_cv: 0.9505; longest_correct_streak: 17; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7143
qyxy586,n_items: 57; accuracy: 0.7895; avg_rt: 17.6661; var_rt: 369.8750; rt_cv: 1.0886; longest_correct_streak: 30; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7143
kegi864,n_items: 57; accuracy: 0.8772; avg_rt: 10.9506; var_rt: 169.0902; rt_cv: 1.1875; longest_correct_streak: 22; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
gyge774,n_items: 57; accuracy: 0.7544; avg_rt: 14.1261; var_rt: 161.4600; rt_cv: 0.8995; longest_correct_streak: 20; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6071
vyda893,n_items: 57; accuracy: 0.2105; avg_rt: 3.8188; var_rt: 9.3377; rt_cv: 0.8002; longest_correct_streak: 4; longest_incorrect_streak: 30; consecutive_correct_rate: 0.0893
vuvy608,n_items: 57; accuracy: 0.8421; avg_rt: 16.4355; var_rt: 507.8648; rt_cv: 1.3712; longest_correct_streak: 21; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7143
vizo712,n_items: 57; accuracy: 0.7895; avg_rt: 9.7802; var_rt: 67.4857; rt_cv: 0.8400; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
givi158,n_items: 57; accuracy: 0.6491; avg_rt: 21.5911; var_rt: 509.9112; rt_cv: 1.0459; longest_correct_streak: 8; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4821
caro445,n_items: 57; accuracy: 0.7895; avg_rt: 17.9769; var_rt: 213.5977; rt_cv: 0.8130; longest_correct_streak: 22; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6786
nene689,n_items: 57; accuracy: 0.8596; avg_rt: 16.9146; var_rt: 347.4372; rt_cv: 1.1020; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
ryfy568,n_items: 57; accuracy: 0.6491; avg_rt: 13.0965; var_rt: 155.3447; rt_cv: 0.9517; longest_correct_streak: 8; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4107
johy783,n_items: 57; accuracy: 0.4912; avg_rt: 21.3990; var_rt: 473.9670; rt_cv: 1.0174; longest_correct_streak: 8; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3036
sulo956,n_items: 57; accuracy: 0.6491; avg_rt: 20.4242; var_rt: 428.0564; rt_cv: 1.0130; longest_correct_streak: 11; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4821
gony054,n_items: 57; accuracy: 0.8246; avg_rt: 17.7397; var_rt: 337.7340; rt_cv: 1.0360; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7321
puca767,n_items: 57; accuracy: 0.7368; avg_rt: 20.4010; var_rt: 389.2946; rt_cv: 0.9671; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
baky109,n_items: 57; accuracy: 0.4561; avg_rt: 14.9607; var_rt: 135.9291; rt_cv: 0.7793; longest_correct_streak: 7; longest_incorrect_streak: 13; consecutive_correct_rate: 0.3214
mabo887,n_items: 57; accuracy: 0.7368; avg_rt: 16.6681; var_rt: 299.0629; rt_cv: 1.0375; longest_correct_streak: 13; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5893
cona428,n_items: 57; accuracy: 0.7895; avg_rt: 17.6400; var_rt: 1082.2983; rt_cv: 1.8650; longest_correct_streak: 25; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6607
lilo882,n_items: 57; accuracy: 0.7544; avg_rt: 19.1615; var_rt: 287.1404; rt_cv: 0.8843; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
gycy436,n_items: 57; accuracy: 0.7368; avg_rt: 15.3729; var_rt: 176.2495; rt_cv: 0.8636; longest_correct_streak: 22; longest_incorrect_streak: 7; consecutive_correct_rate: 0.6071
jyri631,n_items: 57; accuracy: 0.8070; avg_rt: 21.5426; var_rt: 761.8301; rt_cv: 1.2812; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6964
safu128,n_items: 57; accuracy: 0.8772; avg_rt: 23.3301; var_rt: 298.4510; rt_cv: 0.7405; longest_correct_streak: 32; longest_incorrect_streak: 3; consecutive_correct_rate: 0.8036
fore104,n_items: 57; accuracy: 0.8070; avg_rt: 18.5924; var_rt: 219.6418; rt_cv: 0.7971; longest_correct_streak: 17; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6607
zabe850,n_items: 57; accuracy: 0.8246; avg_rt: 18.1139; var_rt: 212.5655; rt_cv: 0.8049; longest_correct_streak: 21; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
woci389,n_items: 57; accuracy: 0.7719; avg_rt: 20.6318; var_rt: 451.5117; rt_cv: 1.0299; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
kygi723,n_items: 57; accuracy: 0.7544; avg_rt: 19.6875; var_rt: 330.3414; rt_cv: 0.9232; longest_correct_streak: 18; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6607
qejy219,n_items: 57; accuracy: 0.8772; avg_rt: 15.2984; var_rt: 206.2247; rt_cv: 0.9387; longest_correct_streak: 17; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
jago498,n_items: 57; accuracy: 0.7895; avg_rt: 16.4011; var_rt: 342.9371; rt_cv: 1.1291; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6607
buby593,n_items: 57; accuracy: 0.8070; avg_rt: 12.6746; var_rt: 115.3570; rt_cv: 0.8474; longest_correct_streak: 26; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
dapu822,n_items: 57; accuracy: 0.7895; avg_rt: 22.5829; var_rt: 1170.6182; rt_cv: 1.5151; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6607
sugu976,n_items: 57; accuracy: 0.5965; avg_rt: 10.5956; var_rt: 103.4331; rt_cv: 0.9598; longest_correct_streak: 11; longest_incorrect_streak: 8; consecutive_correct_rate: 0.4643
wuxa997,n_items: 57; accuracy: 0.6316; avg_rt: 22.4697; var_rt: 206.1949; rt_cv: 0.6391; longest_correct_streak: 12; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5357
tiqy778,n_items: 57; accuracy: 0.7895; avg_rt: 14.3400; var_rt: 154.6512; rt_cv: 0.8672; longest_correct_streak: 25; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
xyfe491,n_items: 57; accuracy: 0.4211; avg_rt: 15.0605; var_rt: 157.4943; rt_cv: 0.8333; longest_correct_streak: 6; longest_incorrect_streak: 8; consecutive_correct_rate: 0.2143
ryhy064,n_items: 57; accuracy: 0.8421; avg_rt: 14.4351; var_rt: 247.2350; rt_cv: 1.0893; longest_correct_streak: 35; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7679
kufi222,n_items: 57; accuracy: 0.7193; avg_rt: 11.3627; var_rt: 51.3372; rt_cv: 0.6306; longest_correct_streak: 20; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5714
xaja332,n_items: 57; accuracy: 0.7368; avg_rt: 17.4614; var_rt: 230.3728; rt_cv: 0.8692; longest_correct_streak: 17; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6250
fofa613,n_items: 57; accuracy: 0.5789; avg_rt: 11.4026; var_rt: 29.8077; rt_cv: 0.4788; longest_correct_streak: 9; longest_incorrect_streak: 9; consecutive_correct_rate: 0.4464
viba035,n_items: 57; accuracy: 0.5614; avg_rt: 17.9928; var_rt: 161.0698; rt_cv: 0.7054; longest_correct_streak: 12; longest_incorrect_streak: 10; consecutive_correct_rate: 0.4107
qewy924,n_items: 57; accuracy: 0.8070; avg_rt: 10.7956; var_rt: 54.4853; rt_cv: 0.6837; longest_correct_streak: 14; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7143
pytu496,n_items: 57; accuracy: 0.6842; avg_rt: 14.4288; var_rt: 177.7249; rt_cv: 0.9239; longest_correct_streak: 13; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5179
tosa657,n_items: 57; accuracy: 0.8421; avg_rt: 11.9142; var_rt: 122.2048; rt_cv: 0.9279; longest_correct_streak: 15; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7321
keri121,n_items: 57; accuracy: 0.9474; avg_rt: 12.6269; var_rt: 94.1577; rt_cv: 0.7685; longest_correct_streak: 49; longest_incorrect_streak: 2; consecutive_correct_rate: 0.9286
bofi991,n_items: 57; accuracy: 0.6140; avg_rt: 16.5325; var_rt: 166.9370; rt_cv: 0.7815; longest_correct_streak: 12; longest_incorrect_streak: 7; consecutive_correct_rate: 0.4643
bihi184,n_items: 57; accuracy: 0.1754; avg_rt: 12.8439; var_rt: 141.8830; rt_cv: 0.9274; longest_correct_streak: 5; longest_incorrect_streak: 36; consecutive_correct_rate: 0.1071
piro376,n_items: 57; accuracy: 0.7368; avg_rt: 23.5230; var_rt: 497.1691; rt_cv: 0.9479; longest_correct_streak: 21; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6250
zejy480,n_items: 57; accuracy: 0.5439; avg_rt: 16.5720; var_rt: 384.3719; rt_cv: 1.1830; longest_correct_streak: 6; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3929
zapy404,n_items: 57; accuracy: 0.6316; avg_rt: 19.8417; var_rt: 206.9768; rt_cv: 0.7251; longest_correct_streak: 11; longest_incorrect_streak: 6; consecutive_correct_rate: 0.4643
lusi512,n_items: 57; accuracy: 0.6842; avg_rt: 23.4118; var_rt: 346.8525; rt_cv: 0.7955; longest_correct_streak: 12; longest_incorrect_streak: 8; consecutive_correct_rate: 0.5714
sedo490,n_items: 57; accuracy: 0.2807; avg_rt: 16.6294; var_rt: 121.1066; rt_cv: 0.6618; longest_correct_streak: 4; longest_incorrect_streak: 12; consecutive_correct_rate: 0.1429
davu999,n_items: 57; accuracy: 0.7544; avg_rt: 15.9289; var_rt: 229.4923; rt_cv: 0.9510; longest_correct_streak: 12; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
buby236,n_items: 57; accuracy: 0.2807; avg_rt: 11.4810; var_rt: 165.0891; rt_cv: 1.1191; longest_correct_streak: 11; longest_incorrect_streak: 23; consecutive_correct_rate: 0.1964
weru214,n_items: 57; accuracy: 0.7719; avg_rt: 14.3055; var_rt: 108.6477; rt_cv: 0.7286; longest_correct_streak: 12; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
tyly265,n_items: 57; accuracy: 0.3509; avg_rt: 19.7254; var_rt: 543.3242; rt_cv: 1.1817; longest_correct_streak: 4; longest_incorrect_streak: 17; consecutive_correct_rate: 0.1964
nise834,n_items: 57; accuracy: 0.2632; avg_rt: 15.3384; var_rt: 170.0467; rt_cv: 0.8502; longest_correct_streak: 8; longest_incorrect_streak: 21; consecutive_correct_rate: 0.1786
voxy002,n_items: 57; accuracy: 0.2456; avg_rt: 6.0724; var_rt: 39.3564; rt_cv: 1.0331; longest_correct_streak: 6; longest_incorrect_streak: 25; consecutive_correct_rate: 0.1429
